Y Chromosome	"Y Chromosome	0	12	GO_ontology"	"[{""token"": ""Y Chromosome"", ""start_span"": 0, ""end_span"": 12, ""type"": ""GO_ontology""}]"
It is critical that the chromosomes carried by sperm and eggs contain faithful representations of the genome of the individual that produced them.	"chromosomes	24	35	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 24, ""end_span"": 35, ""type"": ""GO_ontology""}]"
"During the process of meiosis, the maternal and paternal copies of each chromosome "" synapse "" with each other ( become tightly associated), exchange genetic material via the process of recombination, then separate into daughter cells in the first of two meiotic cell divisions."	"chromosome	72	82	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 72, ""end_span"": 82, ""type"": ""GO_ontology""}]"
The chromosomes still synapsed normally, but animals were sterile due to massive death of oocytes and spermatocytes.	"chromosomes	4	15	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 4, ""end_span"": 15, ""type"": ""GO_ontology""}]"
The genesis of gametes containing an intact, haploid genome is critical for the prevention of birth defects, and is highly dependent upon the fidelity of chromosome dynamics before the first meiotic division.	"chromosome	154	164	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 154, ""end_span"": 164, ""type"": ""GO_ontology""}]"
Homologous chromosomes must pair, synapse, undergo recombination, and segregate properly to opposite poles.	"chromosomes	11	22	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 11, ""end_span"": 22, ""type"": ""GO_ontology""}]"
In many organisms, including S. cerevisiae, Drosophila melanogaster, C. elegans, and mice [ 1 - 4], meiocytes with defects in recombination and / or chromosome synapsis trigger meiotic arrest in the pachytene stage of meiotic prophase I.	"chromosome	149	159	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 149, ""end_span"": 159, ""type"": ""GO_ontology""}]"
PCH2, encoding a nucleolar - localized AAA - ATPase that was originally identified in an S. cerevisiae genetic screen for mutants that relieve pachytene arrest of asynaptic zip1 mutants [ 8], was recently determined to be an essential component of the pachytene synapsis ( but not DSB repair) checkpoint in yeast and worms [ 2, 12].	"nucleolar	17	26	GO_ontology"	"[{""token"": ""nucleolar"", ""start_span"": 17, ""end_span"": 26, ""type"": ""GO_ontology""}]"
( E) Western blot analysis of testis protein with anti - TRIP13 antibody.	"antibody	64	72	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 64, ""end_span"": 72, ""type"": ""GO_ontology""}]"
The blot was later probed with anti - alpha tubulin actin as a loading control.	"tubulin	44	51	GO_ontology"	"[{""token"": ""tubulin"", ""start_span"": 44, ""end_span"": 51, ""type"": ""GO_ontology""}]"
Expression in WT was most prominent in the nuclei of Type B spermatogonia ( Sg), leptotene spermatocytes ( LS), and early pachytene spermatocytes ( PS), but not late pachytene spermatocytes ( LP).	"nuclei	43	49	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 43, ""end_span"": 49, ""type"": ""GO_ontology""}]"
Nuclear staining was absent in the mutant.	"Nuclear	0	7	GO_ontology"	"[{""token"": ""Nuclear"", ""start_span"": 0, ""end_span"": 7, ""type"": ""GO_ontology""}]"
Western blot analysis, using a polyclonal antibody raised against a peptide encoded by exon 3, revealed multiple species in wild - type and heterozygous testes, one of which corresponds to the expected size of 48 kDa ( Figure 1E).	"antibody	42	50	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 42, ""end_span"": 50, ""type"": ""GO_ontology""}]"
To determine the germ cell types in which TRIP13 is expressed, and to assess possible expression in the mutant by means other than Western analysis, testis sections were immunolabeled for TRIP13 using a polyclonal chicken antipeptide antibody ( see Materials and Methods).	"antibody	234	242	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 234, ""end_span"": 242, ""type"": ""GO_ontology""}]"
TRIP13 appeared to be nuclear localized.	"nuclear	22	29	GO_ontology"	"[{""token"": ""nuclear"", ""start_span"": 22, ""end_span"": 29, ""type"": ""GO_ontology""}]"
There was no such staining of nuclei in mutant seminiferous tubules ( Figure 1F).	"nuclei	30	36	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 30, ""end_span"": 36, ""type"": ""GO_ontology""}]"
TRIP13 signal was noticeably absent in mutant meiotic nuclei.	"nuclei	54	60	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 54, ""end_span"": 60, ""type"": ""GO_ontology""}]"
Since we observed oocytes with pachytene stage chromosomes in 17. 5 d Trip13Gt / Gt embryonic ovaries ( unpublished data), this indicates that oocytes were eliminated somewhere between pachynema and dictyate.	"chromosomes	47	58	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 47, ""end_span"": 58, ""type"": ""GO_ontology""}]"
The most developmentally advanced seminiferous tubules contained adluminal spermatocytes with condensed chromatin characteristic of pachynema ( Figure 3F).	"chromatin	104	113	GO_ontology"	"[{""token"": ""chromatin"", ""start_span"": 104, ""end_span"": 113, ""type"": ""GO_ontology""}]"
This was revealed more clearly by chromosome analysis ( see below).	"chromosome	34	44	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 34, ""end_span"": 44, ""type"": ""GO_ontology""}]"
TRIP13 - Deficient Meiocytes Undergo Homologous Chromosome Synapsis Despite the Presence of Unrepaired DSBs in Pachynema	"Chromosome	48	58	GO_ontology"	"[{""token"": ""Chromosome"", ""start_span"": 48, ""end_span"": 58, ""type"": ""GO_ontology""}]"
More prepubertal ( 17. 5 d postpartum) mutant spermatocytes contained asynaptic or terminally asynapsed chromosomes than age - matched controls ( 62. 5% versus 25%, respectively; Figure 4B).	"chromosomes	104	115	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 104, ""end_span"": 115, ""type"": ""GO_ontology""}]"
Nevertheless, since Trip13Gt / Gt spermatocytes progress to pachynema with no gross SC abnormalities, and oocytes were eliminated soon after birth ( a characteristic of DNA repair mutants [ 13]), this suggested that unrepaired DSBs are responsible for eventual meiotic arrest and elimination.	"SC	84	86	GO_ontology"	"[{""token"": ""SC"", ""start_span"": 84, ""end_span"": 86, ""type"": ""GO_ontology""}]"
( A) A mutant pachytene nucleus with full synapsis.	"nucleus	24	31	GO_ontology"	"[{""token"": ""nucleus"", ""start_span"": 24, ""end_span"": 31, ""type"": ""GO_ontology""}]"
( B - E) Spermatocytes nucleus from 17. 5 d postpartum mutant.	"nucleus	23	30	GO_ontology"	"[{""token"": ""nucleus"", ""start_span"": 23, ""end_span"": 30, ""type"": ""GO_ontology""}]"
Unlike the normal distribution in wild - type pachytene spermatocytes ( C), BLM foci are present on synapsed pachytene chromosomes in the mutant ( D).	"chromosomes	119	130	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 119, ""end_span"": 130, ""type"": ""GO_ontology""}]"
( F) RAD51 persists on the synapsed mutant chromosomes ( arrows).	"chromosomes	43	54	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 43, ""end_span"": 54, ""type"": ""GO_ontology""}]"
( G) H2AX phosphorylation is restricted to the XY body in WT.	"XY body	47	54	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 47, ""end_span"": 54, ""type"": ""GO_ontology""}]"
( I, J) Note that in wild - type pachytene spermatocytes, TOPBP1 is present only over the XY body ( yellow arrow).	"XY body	90	97	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 90, ""end_span"": 97, ""type"": ""GO_ontology""}]"
( M, N) Arrows indicate examples of MLH3 foci on SCs.	"SCs	49	52	GO_ontology"	"[{""token"": ""SCs"", ""start_span"": 49, ""end_span"": 52, ""type"": ""GO_ontology""}]"
MLH1 foci colocalize with these tracts ( arrows) at the typical 1 - 2 foci per chromosome as in ( M).	"chromosome	79	89	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 79, ""end_span"": 89, ""type"": ""GO_ontology""}]"
To elucidate the cause of meiotic arrest, we analyzed meiotic chromosomes with a variety of markers that are diagnostic of recombination and synapsis.	"chromosomes	62	73	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 62, ""end_span"": 73, ""type"": ""GO_ontology""}]"
The cohesin complex, which is essential for completion and / or maintenance of synaptic associations, appeared to assemble normally as judged by immunolabeling for the meiosis - specific cohesins STAG3 ( Figure S2C and S2D) and REC8 ( unpublished data).	"cohesin complex	4	19	GO_ontology"	"[{""token"": ""cohesin complex"", ""start_span"": 4, ""end_span"": 19, ""type"": ""GO_ontology""}]"
Because yeast PCH2 localizes to telomeres in a Sir3p - dependent manner, we tested for possible telomere defects by immunolabeling for TRF2, a component of a protein complex that plays an essential role in telomere protection [ 19].	"protein complex	158	173	GO_ontology"	"[{""token"": ""protein complex"", ""start_span"": 158, ""end_span"": 173, ""type"": ""GO_ontology""}]"
It was localized to telomeres of both fully synapsed and telomerically asynaptic mutant chromosomes ( Figure S2E and S2F).	"chromosomes	88	99	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 88, ""end_span"": 99, ""type"": ""GO_ontology""}]"
For RAD51 / DMC1, mutant pachytene spermatocytes contained 138 +/- 6 foci ( compared to 11 +/- 3 foci in wild type, most of which were on the XY body), down from 218 +/- 13 in zygonema ( compared to 220 +/- 13 foci in wild type).	"XY body	142	149	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 142, ""end_span"": 149, ""type"": ""GO_ontology""}]"
It binds sites of DSBs and unsynapsed regions of meiotic chromosomes [ 22, 23].	"regions of meiotic chromosomes	38	68	GO_ontology"	"[{""token"": ""regions of meiotic chromosomes"", ""start_span"": 38, ""end_span"": 68, ""type"": ""GO_ontology""}]"
RPA also persisted on pachytene mutant chromosomes ( Figure 4K and 4L).	"chromosomes	39	50	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 39, ""end_span"": 50, ""type"": ""GO_ontology""}]"
The persistence of BLM on Trip13Gt / Gt spermatocyte chromosomes suggests that at least a subset of the unrepaired DSBs correspond to sites of defective NCO recombinational repair.	"chromosomes	53	64	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 53, ""end_span"": 64, ""type"": ""GO_ontology""}]"
To assess whether CO recombination occurs in the mutant, we examined the distribution of the mismatch repair proteins MLH1 and MLH3, which are normally detectable as foci in mid - late pachynema and mark the locations of chiasmata [ 30, 31].	"chiasmata	221	230	GO_ontology"	"[{""token"": ""chiasmata"", ""start_span"": 221, ""end_span"": 230, ""type"": ""GO_ontology""}]"
MLH1 foci were present on chromosomes that also contained numerous RAD51 / DMC1 foci ( Figure 4O and 4P).	"chromosomes	26	37	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 26, ""end_span"": 37, ""type"": ""GO_ontology""}]"
Whereas all of the Dmc1 - / - spreads had ~ 35 or more condensed chromosomes, all of the + / + and Trip13Gt / Gt spreads had 20 - 25, suggesting that the MLH1 / 3 foci in Trip13Gt / Gt pachytene spermatocytes represent sites of completed, or near - completed, COs.	"condensed chromosomes	55	76	GO_ontology"	"[{""token"": ""condensed chromosomes"", ""start_span"": 55, ""end_span"": 76, ""type"": ""GO_ontology""}]"
Spermatocytes in Trip13Gt / Gt Spo11 - / - testes progressed maximally to that point before undergoing death ( Figs 3I), well before the spindle checkpoint that eliminates achiasmate spermatocytes [ 36].	"spindle	137	144	GO_ontology"	"[{""token"": ""spindle"", ""start_span"": 137, ""end_span"": 144, ""type"": ""GO_ontology""}]"
In contrast to the complete synapsis in Trip13Gt / Gt pachytene spermatocytes ( Figure 5A), in which SPO11 is available in leptonema to initiate ( via DSB induction, Figure S2A and S2B) a recombination - driven homolog search, chromosome synapsis in doubly mutant spermatocytes was highly disrupted as in Spo11 single mutants ( Figure 5B and 5C).	"chromosome	227	237	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 227, ""end_span"": 237, ""type"": ""GO_ontology""}]"
Identical studies were performed with mice deficient for Mei1, a vertebrate - specific gene also required for DSB formation and chromosome synapsis [ 37], with similar results ( Figure 3J and 3K; immunocytology not shown).	"chromosome	128	138	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 128, ""end_span"": 138, ""type"": ""GO_ontology""}]"
Note that ( H) and ( I) are at lower magnification to show multiple nuclei.	"nuclei	68	74	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 68, ""end_span"": 74, ""type"": ""GO_ontology""}]"
Since Zip2p is present at sites of axial associations, even in zip1 mutants, it has been suggested that Zip2p promotes initiation of chromosome synapsis [ 38].	"chromosome	133	143	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 133, ""end_span"": 143, ""type"": ""GO_ontology""}]"
Meiotic chromosomes of Rec8 mutant spermatocytes undergo apparent homolog pairing and interhomolog synaptic initiation, but are defective in DSB repair and fail to maintain interhomolog synapsis [ 39, 40].	"chromosomes	8	19	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 8, ""end_span"": 19, ""type"": ""GO_ontology""}]"
Immunocytological analysis indicated that both Dmc1 - / - and Dmc1 - / - Trip13Gt / Gt chromosomes had extensive asynapsis compared to Trip13Gt single mutants ( Figure 5F - 5H), and all had persistent RAD51 / DMC1 foci and phosphorylated H2AX ( gamma H2AX; Figure 5I - 5L), confirming that Dmc1 is epistatic to Trip13.	"chromosomes	87	98	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 87, ""end_span"": 98, ""type"": ""GO_ontology""}]"
Interestingly, RAD54 - deficient spermatocytes display abnormal persistence of RAD51 foci on pachytene chromosomes, similar to those in TRIP13 mice, but there are no deleterious effects on meiotic progression or fertility [ 49].	"chromosomes	103	114	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 103, ""end_span"": 114, ""type"": ""GO_ontology""}]"
Because synapsis occurs in TRIP13 - deficient spermatocytes and is dependent on DSB formation ( activity of SPO11 and MEI1), we suggest that TRIP13 functions after homology recognition and strand exchange, and that recombination events entering the CO repair pathway are either completed or nearly so ( because OA treated resulted in bivalent chromosomes).	"chromosomes	343	354	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 343, ""end_span"": 354, ""type"": ""GO_ontology""}]"
Notably, TRIP13 has two putative ATPase domains, a signature of AAA - ATPase ClpA / B chaperones that perform protein or protein / DNA complex disassembly [ 52].	"protein / DNA complex	121	142	GO_ontology"	"[{""token"": ""protein / DNA complex"", ""start_span"": 121, ""end_span"": 142, ""type"": ""GO_ontology""}]"
Development and purification of chicken antibodies.	"antibodies	40	50	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 40, ""end_span"": 50, ""type"": ""GO_ontology""}]"
IgY antibodies were then affinity purified using the immunizing synthetic peptide.	"antibodies	4	14	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 4, ""end_span"": 14, ""type"": ""GO_ontology""}]"
The membrane was incubated with a polyclonal rabbit anti - human TRIP13 antibody ( 18 - 003 - 42687; Genway, http: / / www. genwaybio. com).	"antibody	72	80	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 72, ""end_span"": 80, ""type"": ""GO_ontology""}]"
Only follicles containing an oocyte with a clearly visible nucleus were scored.	"nucleus	59	66	GO_ontology"	"[{""token"": ""nucleus"", ""start_span"": 59, ""end_span"": 66, ""type"": ""GO_ontology""}]"
To reach conclusions on the pattern of staining for various proteins, 30 ( unless otherwise indicated) well - spread nuclei of particular meiotic stages were first identified under the fluorescent microscope on the basis of SYCP3 or STAG3 staining, then imaged at both appropriate wavelengths to determine the pattern of second proteins with focal patterns such as RAD51 or RPA.	"nuclei	117	123	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 117, ""end_span"": 123, ""type"": ""GO_ontology""}]"
